,Unnamed: 0.1,Unnamed: 0,Bewohner,Eintrag,Miete,Größe,Stadtteil,frei ab,frei bis,Unnamed: 8,Lease term,EUR / SQM,Name,Neighbourhood,frei bis (Year - Month),Latitude,Longitude
152,152,,,23.04.2023,650.0,25,Berlin  Neukölln,2023-05-01,2023-09-30,,4.0,26.0,23.04.2023-650.0-26.0 Berlin  Neukölln,Neukölln,2023-09,52.4811497,13.4353501
153,153,,,23.04.2023,825.0,18,Berlin  Treptow,2023-04-23,,,,45.833333333333336,23.04.2023-825.0-45.833333333333336 Berlin  Treptow,Treptow,,54.0627026,15.2657157
154,154,,,23.04.2023,580.0,17,Zimmer von HousingAnywhere*,2023-04-24,,,,34.11764705882353,23.04.2023-580.0-34.11764705882353 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
155,155,,,23.04.2023,520.0,18,Zimmer von Spotahome*,2023-04-24,,,,28.88888888888889,23.04.2023-520.0-28.88888888888889 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
156,156,,,23.04.2023,550.0,15,Berlin,2023-05-01,2023-06-30,,1.0,36.666666666666664,23.04.2023-550.0-36.666666666666664 Berlin,Berlin,2023-06,52.5170365,13.3888599
157,157,,,23.04.2023,745.0,16,Berlin  Friedrichshain,2023-05-23,2023-07-02,,2.0,46.5625,23.04.2023-745.0-46.5625 Berlin  Friedrichshain,Friedrichshain,2023-07,52.5122154,13.4502904
158,158,,,23.04.2023,895.0,28,Berlin  Friedrichshain,2023-05-24,2023-06-30,,1.0,31.964285714285715,23.04.2023-895.0-31.964285714285715 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
159,159,,,23.04.2023,570.0,17,Berlin  Friedrichshain-Kreuzberg,2023-05-01,2023-08-30,,3.0,33.529411764705884,23.04.2023-570.0-33.529411764705884 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,2023-08,52.5122154,13.4502904
160,160,,,23.04.2023,1065.0,14,Berlin  Kreuzberg,2023-04-23,,,,76.07142857142857,23.04.2023-1065.0-76.07142857142857 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
161,161,,,23.04.2023,29.0,21,Berlin  Neukölln,2023-04-24,2023-05-18,,1.0,1.380952380952381,23.04.2023-29.0-1.380952380952381 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
162,162,,,23.04.2023,750.0,20,Berlin  Charlottenburg,2023-06-01,2023-12-31,,6.0,37.5,23.04.2023-750.0-37.5 Berlin  Charlottenburg,Charlottenburg,2023-12,52.515747,13.3096834
163,163,,,23.04.2023,874.0,36,Berlin  Lichterfelde,2023-05-01,2024-05-01,,12.0,24.27777777777778,23.04.2023-874.0-24.27777777777778 Berlin  Lichterfelde,Lichterfelde,2024-05,52.437293,13.3138645
164,164,,,23.04.2023,1300.0,30,Berlin  Friedrichshain,2023-05-01,,,,43.333333333333336,23.04.2023-1300.0-43.333333333333336 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
165,165,,,23.04.2023,700.0,14,Berlin  Lichtenberg,2023-04-23,,,,50.0,23.04.2023-700.0-50.0 Berlin  Lichtenberg,Lichtenberg,,48.9212959,7.4812268
166,166,,,23.04.2023,1300.0,15,Berlin  Prenzlauer Berg,2023-05-01,,,,86.66666666666667,23.04.2023-1300.0-86.66666666666667 Berlin  Prenzlauer Berg,Prenzlauer Berg,,52.5398466,13.4285652
167,167,,,23.04.2023,550.0,20,Berlin  Berlin-spandau,2023-05-01,2023-06-01,,1.0,27.5,23.04.2023-550.0-27.5 Berlin  Berlin-spandau,Spandau,2023-06,52.535788,13.1977924
168,168,,,23.04.2023,400.0,15,Berlin,2023-04-23,,,,26.666666666666668,23.04.2023-400.0-26.666666666666668 Berlin,Berlin,,52.5170365,13.3888599
169,169,,,23.04.2023,380.0,9,Berlin  Schöneberg,2023-05-01,2029-12-31,,79.0,42.22222222222222,23.04.2023-380.0-42.22222222222222 Berlin  Schöneberg,Schöneberg,2029-12,52.482157,13.3551901
170,170,,,23.04.2023,600.0,25,Berlin  Prenzlauer Berg,2023-05-01,2023-05-24,,0.0,24.0,23.04.2023-600.0-24.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-05,52.5398466,13.4285652
171,171,,,23.04.2023,650.0,24,Berlin  Reinickendorf,2023-06-01,2024-11-01,,17.0,27.083333333333332,23.04.2023-650.0-27.083333333333332 Berlin  Reinickendorf,Reinickendorf,2024-11,52.6047631,13.2952872
172,172,,,23.04.2023,610.0,20,Berlin  Tegel,2023-05-01,,,,30.5,23.04.2023-610.0-30.5 Berlin  Tegel,Tegel,,52.5873891,13.2790461
173,173,,,23.04.2023,890.0,25,Berlin  Prenzlauer Berg,2023-05-01,2023-07-31,,2.0,35.6,23.04.2023-890.0-35.6 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-07,52.5398466,13.4285652
174,174,,,23.04.2023,590.0,26,Berlin  Neukölln,2023-05-01,2023-06-01,,1.0,22.692307692307693,23.04.2023-590.0-22.692307692307693 Berlin  Neukölln,Neukölln,2023-06,52.4811497,13.4353501
175,175,,,23.04.2023,600.0,18,Berlin  Moabit,2023-05-01,,,,33.333333333333336,23.04.2023-600.0-33.333333333333336 Berlin  Moabit,Moabit,,52.5301017,13.3425422
176,176,,,23.04.2023,560.0,16,Zimmer von HousingAnywhere*,2023-04-24,,,,35.0,23.04.2023-560.0-35.0 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
177,177,,,23.04.2023,490.0,13,Zimmer von Spotahome*,2023-04-24,,,,37.69230769230769,23.04.2023-490.0-37.69230769230769 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
178,178,,,23.04.2023,750.0,16,Berlin  Berlin Charlottenburg Westend,2023-07-01,,,,46.875,23.04.2023-750.0-46.875 Berlin  Berlin Charlottenburg Westend,Charlottenburg,,52.515747,13.3096834
179,179,,,23.04.2023,300.0,18,Berlin  Charlottenburg,2023-04-24,,,,16.666666666666668,23.04.2023-300.0-16.666666666666668 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
180,180,,,23.04.2023,800.0,18,Berlin  Pankow Nähe Prenzlauer Berg,2023-10-01,,,,44.44444444444444,23.04.2023-800.0-44.44444444444444 Berlin  Pankow Nähe Prenzlauer Berg,Pankow,,52.5979174,13.435316
181,181,,,23.04.2023,470.0,17,Berlin  Schöneberg,2023-05-15,,,,27.647058823529413,23.04.2023-470.0-27.647058823529413 Berlin  Schöneberg,Schöneberg,,52.482157,13.3551901
182,182,,,23.04.2023,700.0,30,Berlin,2023-05-01,2023-05-31,,0.0,23.333333333333332,23.04.2023-700.0-23.333333333333332 Berlin,Berlin,2023-05,52.5170365,13.3888599
183,183,,,23.04.2023,680.0,10,Berlin  Neukölln,2023-07-01,,,,68.0,23.04.2023-680.0-68.0 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
184,184,,,23.04.2023,650.0,15,Berlin  Friedrichshain-Kreuzberg,2023-05-01,2023-06-01,,1.0,43.333333333333336,23.04.2023-650.0-43.333333333333336 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,2023-06,52.5122154,13.4502904
185,185,,,23.04.2023,325.0,11,Berlin  Mariendorf,2023-06-01,,,,29.545454545454547,23.04.2023-325.0-29.545454545454547 Berlin  Mariendorf,Mariendorf,,52.44008,13.3900277
186,186,,,23.04.2023,460.0,15,Berlin  Gesundbrunnen,2023-04-23,,,,30.666666666666668,23.04.2023-460.0-30.666666666666668 Berlin  Gesundbrunnen,Gesundbrunnen,,52.5509201,13.384846
187,187,,,23.04.2023,680.0,22,Berlin,2023-05-01,2023-06-17,,1.0,30.90909090909091,23.04.2023-680.0-30.90909090909091 Berlin,Berlin,2023-06,52.5170365,13.3888599
188,188,,,23.04.2023,600.0,22,Berlin  Moabit,2023-05-01,,,,27.272727272727273,23.04.2023-600.0-27.272727272727273 Berlin  Moabit,Moabit,,52.5301017,13.3425422
189,189,,,23.04.2023,650.0,12,Berlin  Friedrichshain,2023-05-01,2023-06-01,,1.0,54.166666666666664,23.04.2023-650.0-54.166666666666664 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
190,190,,,23.04.2023,890.0,15,Berlin  Steglitz,2023-04-01,2023-08-31,,4.0,59.333333333333336,23.04.2023-890.0-59.333333333333336 Berlin  Steglitz,Steglitz,2023-08,52.4572569,13.3222865
191,191,,,23.04.2023,1400.0,30,Berlin  Pankow,2023-05-01,,,,46.666666666666664,23.04.2023-1400.0-46.666666666666664 Berlin  Pankow,Pankow,,52.5979174,13.435316
192,192,,,23.04.2023,850.0,25,Berlin  Neukölln,2023-06-01,,,,34.0,23.04.2023-850.0-34.0 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
193,193,,,23.04.2023,690.0,18,Berlin  Berlin,2023-05-01,2024-06-01,,13.0,38.333333333333336,23.04.2023-690.0-38.333333333333336 Berlin  Berlin,Berlin,2024-06,52.5170365,13.3888599
194,194,,,23.04.2023,800.0,24,Berlin  Kreuzberg,2023-09-01,2023-12-31,,3.0,33.333333333333336,23.04.2023-800.0-33.333333333333336 Berlin  Kreuzberg,Kreuzberg,2023-12,52.4976443,13.411914
195,195,,,23.04.2023,480.0,12,Berlin  Weißensee,2023-04-23,,,,40.0,23.04.2023-480.0-40.0 Berlin  Weißensee,Weißensee,,52.5546193,13.4630018
196,196,,,23.04.2023,550.0,13,Berlin  Lichtenberg,2023-07-01,,,,42.30769230769231,23.04.2023-550.0-42.30769230769231 Berlin  Lichtenberg,Lichtenberg,,48.9212959,7.4812268
197,197,,,23.04.2023,450.0,18,Berlin  Charlottenburg,2023-05-07,,,,25.0,23.04.2023-450.0-25.0 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
198,198,,,23.04.2023,500.0,16,Zimmer von HousingAnywhere*,2023-04-24,,,,31.25,23.04.2023-500.0-31.25 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
199,199,,,23.04.2023,470.0,13,Zimmer von Spotahome*,2023-04-24,,,,36.15384615384615,23.04.2023-470.0-36.15384615384615 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
200,200,,,23.04.2023,900.0,12,Berlin  Mitte,2023-05-05,,,,75.0,23.04.2023-900.0-75.0 Berlin  Mitte,Mitte,,52.5178855,13.4040601
201,201,,,23.04.2023,700.0,23,Berlin  Kreuzberg,2023-04-23,2023-06-15,,2.0,30.434782608695652,23.04.2023-700.0-30.434782608695652 Berlin  Kreuzberg,Kreuzberg,2023-06,52.4976443,13.411914
202,202,,,23.04.2023,1050.0,30,Berlin  Mitte,2023-05-01,,,,35.0,23.04.2023-1050.0-35.0 Berlin  Mitte,Mitte,,52.5178855,13.4040601
204,204,,,23.04.2023,680.0,14,Berlin  Kreuzberg,2023-05-05,2023-07-31,,2.0,48.57142857142857,23.04.2023-680.0-48.57142857142857 Berlin  Kreuzberg,Kreuzberg,2023-07,52.4976443,13.411914
205,205,,,23.04.2023,700.0,14,Berlin  Pankow,2023-05-01,2023-07-31,,2.0,50.0,23.04.2023-700.0-50.0 Berlin  Pankow,Pankow,2023-07,52.5979174,13.435316
206,206,,,23.04.2023,650.0,21,Berlin  Berlin - Charlottenburg,2023-05-02,2023-10-01,,5.0,30.952380952380953,23.04.2023-650.0-30.952380952380953 Berlin  Berlin - Charlottenburg,Charlottenburg,2023-10,52.515747,13.3096834
207,207,,,23.04.2023,490.0,20,Berlin  Wedding,2023-06-01,,,,24.5,23.04.2023-490.0-24.5 Berlin  Wedding,Wedding,,52.550123,13.34197
208,208,,,23.04.2023,1100.0,23,Berlin  Steglitz-Zehlendorf,2023-04-23,,,,47.82608695652174,23.04.2023-1100.0-47.82608695652174 Berlin  Steglitz-Zehlendorf,Steglitz,,52.4572569,13.3222865
209,209,,,23.04.2023,570.0,25,Berlin  Schöneberg,2023-05-01,2023-06-30,,1.0,22.8,23.04.2023-570.0-22.8 Berlin  Schöneberg,Schöneberg,2023-06,52.482157,13.3551901
210,210,,,23.04.2023,700.0,10,Berlin  Friedrichshain,2023-04-23,,,,70.0,23.04.2023-700.0-70.0 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
211,211,,,23.04.2023,600.0,20,Berlin  Adlershof,2023-04-21,2023-12-01,,8.0,30.0,23.04.2023-600.0-30.0 Berlin  Adlershof,Berlin,2023-12,52.5170365,13.3888599
212,212,,,23.04.2023,600.0,20,Berlin  Adlershof,2023-05-01,2023-12-01,,7.0,30.0,23.04.2023-600.0-30.0 Berlin  Adlershof,Berlin,2023-12,52.5170365,13.3888599
213,213,,,23.04.2023,20.0,23,Berlin,2023-05-24,2023-06-18,,1.0,0.8695652173913043,23.04.2023-20.0-0.8695652173913043 Berlin,Berlin,2023-06,52.5170365,13.3888599
214,214,,,23.04.2023,540.0,14,Berlin  Wedding,2023-04-30,2023-05-31,,1.0,38.57142857142857,23.04.2023-540.0-38.57142857142857 Berlin  Wedding,Wedding,2023-05,52.550123,13.34197
215,215,,,23.04.2023,400.0,20,Berlin  Lichterfelde,2023-05-01,,,,20.0,23.04.2023-400.0-20.0 Berlin  Lichterfelde,Lichterfelde,,52.437293,13.3138645
216,216,,,23.04.2023,590.0,19,Berlin  Schöneberg,2023-04-24,2023-12-10,,8.0,31.05263157894737,23.04.2023-590.0-31.05263157894737 Berlin  Schöneberg,Schöneberg,2023-12,52.482157,13.3551901
217,217,,,23.04.2023,745.0,17,Berlin  Oberschöneweide,2023-04-23,,,,43.8235294117647,23.04.2023-745.0-43.8235294117647 Berlin  Oberschöneweide,Oberschöneweide,,52.4624563,13.5234762
218,218,,,23.04.2023,329.0,20,Berlin  Mitte,2023-07-01,,,,16.45,23.04.2023-329.0-16.45 Berlin  Mitte,Mitte,,52.5178855,13.4040601
219,219,,,23.04.2023,540.0,20,Berlin  Panketal,2023-08-01,,,,27.0,23.04.2023-540.0-27.0 Berlin  Panketal,Berlin,,52.5170365,13.3888599
220,220,,,23.04.2023,440.0,21,Zimmer von HousingAnywhere*,2023-04-24,,,,20.952380952380953,23.04.2023-440.0-20.952380952380953 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
221,221,,,23.04.2023,410.0,25,Zimmer von Spotahome*,2023-04-24,,,,16.4,23.04.2023-410.0-16.4 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
222,222,,,23.04.2023,1050.0,15,Berlin  Kreuzberg,2023-04-23,,,,70.0,23.04.2023-1050.0-70.0 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
223,223,,,23.04.2023,940.0,20,Berlin  Prenzlauer Berg,2023-04-23,2026-12-31,,44.0,47.0,23.04.2023-940.0-47.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,2026-12,52.5398466,13.4285652
224,224,,,23.04.2023,25.0,25,Berlin  Kreuzberg,2023-04-23,2023-05-02,,1.0,1.0,23.04.2023-25.0-1.0 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
225,225,,,23.04.2023,390.0,9,Berlin  Kreuzberg,2023-05-08,2023-07-31,,2.0,43.333333333333336,23.04.2023-390.0-43.333333333333336 Berlin  Kreuzberg,Kreuzberg,2023-07,52.4976443,13.411914
226,226,,,23.04.2023,600.0,16,Berlin  Lichtenberg,2023-05-01,2023-07-31,,2.0,37.5,23.04.2023-600.0-37.5 Berlin  Lichtenberg,Lichtenberg,2023-07,48.9212959,7.4812268
227,227,,,23.04.2023,590.0,22,Berlin  Tegel,2023-04-30,,,,26.818181818181817,23.04.2023-590.0-26.818181818181817 Berlin  Tegel,Tegel,,52.5873891,13.2790461
228,228,,,23.04.2023,650.0,22,Berlin  Friedrichshain-Kreuzberg,2023-05-01,2024-09-01,,16.0,29.545454545454547,23.04.2023-650.0-29.545454545454547 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,2024-09,52.5122154,13.4502904
229,229,,,23.04.2023,630.0,20,Berlin  Pankow,2023-05-01,2024-12-31,,19.0,31.5,23.04.2023-630.0-31.5 Berlin  Pankow,Pankow,2024-12,52.5979174,13.435316
230,230,,,23.04.2023,100.0,20,Berlin  Charlottenburg,2023-04-24,,,,5.0,23.04.2023-100.0-5.0 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
231,231,,,23.04.2023,490.0,29,Berlin  Prenzlauer Berg,2023-07-01,2023-09-30,,2.0,16.896551724137932,23.04.2023-490.0-16.896551724137932 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-09,52.5398466,13.4285652
232,232,,,23.04.2023,480.0,20,Berlin  Prenzlauer Berg,2023-09-01,2023-12-31,,3.0,24.0,23.04.2023-480.0-24.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-12,52.5398466,13.4285652
233,233,,,23.04.2023,650.0,24,Berlin  Wedding,2023-05-01,2023-10-31,,5.0,27.083333333333332,23.04.2023-650.0-27.083333333333332 Berlin  Wedding,Wedding,2023-10,52.550123,13.34197
234,234,,,23.04.2023,489.0,18,Berlin  Neukölln,2023-06-01,,,,27.166666666666668,23.04.2023-489.0-27.166666666666668 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
235,235,,,23.04.2023,450.0,20,Berlin  Lichtenberg,2023-06-01,,,,22.5,23.04.2023-450.0-22.5 Berlin  Lichtenberg,Lichtenberg,,48.9212959,7.4812268
236,236,,,23.04.2023,790.0,17,Berlin  Friedrichshain,2023-07-01,,,,46.470588235294116,23.04.2023-790.0-46.470588235294116 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
237,237,,,23.04.2023,791.0,26,Berlin  Baumschulenweg,2023-04-23,,,,30.423076923076923,23.04.2023-791.0-30.423076923076923 Berlin  Baumschulenweg,Berlin,,52.5170365,13.3888599
238,238,,,23.04.2023,610.0,57,Berlin  Spandau,2023-08-01,,,,10.701754385964913,23.04.2023-610.0-10.701754385964913 Berlin  Spandau,Spandau,,52.535788,13.1977924
239,239,,,23.04.2023,200.0,12,Berlin  Charlottenburg,2023-04-24,,,,16.666666666666668,23.04.2023-200.0-16.666666666666668 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
240,240,,,23.04.2023,450.0,20,Berlin  berlin,2023-05-01,2023-06-30,,1.0,22.5,23.04.2023-450.0-22.5 Berlin  berlin,Berlin,2023-06,52.5170365,13.3888599
241,241,,,23.04.2023,600.0,15,Berlin  Hellersdorf,2023-04-24,,,,40.0,23.04.2023-600.0-40.0 Berlin  Hellersdorf,Hellersdorf,,52.5366956,13.6048728
242,242,,,23.04.2023,490.0,24,Zimmer von HousingAnywhere*,2023-04-24,,,,20.416666666666668,23.04.2023-490.0-20.416666666666668 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
243,243,,,23.04.2023,430.0,17,Zimmer von Spotahome*,2023-04-24,,,,25.294117647058822,23.04.2023-430.0-25.294117647058822 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
244,244,,,23.04.2023,25.0,11,Berlin  Pankow,2023-04-30,2023-05-07,,1.0,2.272727272727273,23.04.2023-25.0-2.272727272727273 Berlin  Pankow,Pankow,2023-05,52.5979174,13.435316
245,245,,,23.04.2023,900.0,15,Berlin  Köpenick,2023-05-01,2023-07-31,,2.0,60.0,23.04.2023-900.0-60.0 Berlin  Köpenick,Köpenick,2023-07,52.4539099,13.5764126
246,246,,,23.04.2023,600.0,20,Berlin  Wedding,2023-04-23,2023-05-20,,1.0,30.0,23.04.2023-600.0-30.0 Berlin  Wedding,Wedding,2023-05,52.550123,13.34197
247,247,,,23.04.2023,620.0,17,Berlin  Wedding,2023-05-01,2023-08-01,,3.0,36.470588235294116,23.04.2023-620.0-36.470588235294116 Berlin  Wedding,Wedding,2023-08,52.550123,13.34197
248,248,,,23.04.2023,250.0,33,Berlin  Wedding,2023-05-09,2023-05-18,,0.0,7.575757575757576,23.04.2023-250.0-7.575757575757576 Berlin  Wedding,Wedding,2023-05,52.550123,13.34197
249,249,,,23.04.2023,890.0,20,Berlin  Schöneberg,2023-05-01,,,,44.5,23.04.2023-890.0-44.5 Berlin  Schöneberg,Schöneberg,,52.482157,13.3551901
250,250,,,23.04.2023,520.0,20,Berlin  Friedrichshain-Kreuzberg,2023-06-02,,,,26.0,23.04.2023-520.0-26.0 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,,52.5122154,13.4502904
251,251,,,23.04.2023,460.0,15,Berlin  Friedrichshain-Kreuzberg,2023-06-02,,,,30.666666666666668,23.04.2023-460.0-30.666666666666668 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,,52.5122154,13.4502904
252,252,,,23.04.2023,400.0,13,Berlin  Mahlow,2023-04-24,,,,30.76923076923077,23.04.2023-400.0-30.76923076923077 Berlin  Mahlow,Berlin,,52.5170365,13.3888599
253,253,,,23.04.2023,400.0,12,Berlin  Mahlow,2023-04-24,,,,33.333333333333336,23.04.2023-400.0-33.333333333333336 Berlin  Mahlow,Berlin,,52.5170365,13.3888599
254,254,,,23.04.2023,790.0,26,Berlin  Friedenau,2023-07-03,2023-11-01,,4.0,30.384615384615383,23.04.2023-790.0-30.384615384615383 Berlin  Friedenau,Berlin,2023-11,52.5170365,13.3888599
255,255,,,23.04.2023,750.0,20,Berlin  Berlin,2023-04-23,,,,37.5,23.04.2023-750.0-37.5 Berlin  Berlin,Berlin,,52.5170365,13.3888599
256,256,,,23.04.2023,280.0,18,Berlin  Reinickendorf,2023-05-01,2024-06-01,,13.0,15.555555555555555,23.04.2023-280.0-15.555555555555555 Berlin  Reinickendorf,Reinickendorf,2024-06,52.6047631,13.2952872
257,257,,,23.04.2023,1150.0,35,Berlin  Charlottenburg,2023-06-01,,,,32.857142857142854,23.04.2023-1150.0-32.857142857142854 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
258,258,,,23.04.2023,1190.0,28,Berlin  Mitte,2023-04-23,2023-06-30,,2.0,42.5,23.04.2023-1190.0-42.5 Berlin  Mitte,Mitte,2023-06,52.5178855,13.4040601
259,259,,,23.04.2023,450.0,30,Berlin  Schulzendorf Randberlin,2023-04-23,,,,15.0,23.04.2023-450.0-15.0 Berlin  Schulzendorf Randberlin,Berlin,,52.5170365,13.3888599
260,260,,,23.04.2023,570.0,18,Berlin  Schöneberg,2023-04-23,,,,31.666666666666668,23.04.2023-570.0-31.666666666666668 Berlin  Schöneberg,Schöneberg,,52.482157,13.3551901
261,261,,,23.04.2023,570.0,15,Berlin  Schöneberg,2023-04-23,,,,38.0,23.04.2023-570.0-38.0 Berlin  Schöneberg,Schöneberg,,52.482157,13.3551901
262,262,,,23.04.2023,295.0,18,Berlin  Charlottenburg-Wilmersdorf,2023-10-01,,,,16.38888888888889,23.04.2023-295.0-16.38888888888889 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,,52.515747,13.3096834
263,263,,,22.04.2023,500.0,25,Berlin  Charlottenburg,2023-05-01,2023-07-31,,2.0,20.0,22.04.2023-500.0-20.0 Berlin  Charlottenburg,Charlottenburg,2023-07,52.515747,13.3096834
264,264,,,23.04.2023,440.0,17,Zimmer von HousingAnywhere*,2023-04-24,,,,25.88235294117647,23.04.2023-440.0-25.88235294117647 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
265,265,,,23.04.2023,410.0,17,Zimmer von Spotahome*,2023-04-24,,,,24.11764705882353,23.04.2023-410.0-24.11764705882353 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
266,266,,,22.04.2023,600.0,17,Berlin  Charlottenburg,2023-05-13,2023-06-01,,1.0,35.294117647058826,22.04.2023-600.0-35.294117647058826 Berlin  Charlottenburg,Charlottenburg,2023-06,52.515747,13.3096834
