Data ID,Link,City,Neighbourhood,Full Address,Address,Pure Rent,Service Charge,Other Charge,Size,Date From,Date To,Dataframe Date,Deposit,Rooms,Full Address Lenght,EUR / SQM
2atrj5r,https://www.immowelt.de/expose/2atrj5r,Berlin,Wilmersdorf,"KurfÃ¼rstendamm 167-168, Berlin (Wilmersdorf)",Kurfüstendamm 167-168,1520,,,36,,,20230731,,1,2,42.22222222
2apqj5r,https://www.immowelt.de/expose/2apqj5r,Berlin,Mitte,"MÃ¼nzstraÃe 10, Berlin (Mitte)",Münzstrße 10,4302.16,,,142.83,,,20230731,,4,2,30.12084296
2azpj5r,https://www.immowelt.de/expose/2azpj5r,Berlin,Friedrichshain,"Krossener Str. 11A, Berlin (Friedrichshain)",Krossener str. 11a,2620,,,93,,,20230731,,4,2,28.17204301
2ahmj5r,https://www.immowelt.de/expose/2ahmj5r,Berlin,Prenzlauer,"SchÃ¶nhauser Allee 85, Berlin (Prenzlauer Berg)",Schã¶nhauser allee 85,1840,,,71,,,20230731,,2,2,25.91549296
2a95q5y,https://www.immowelt.de/expose/2a95q5y,Berlin,Mitte,Berlin Mitte (Mitte),,3950,,,182,,,20230731,,4,1,21.7032967
2a2vu5z,https://www.immowelt.de/expose/2a2vu5z,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1002,,,30.17,,,20230731,,1,1,33.2117998
2tt4e4t,https://www.immowelt.de/expose/2tt4e4t,Berlin,Oberschöneweide,"ReinbeckstraÃe 4-8, Berlin (OberschÃ¶neweide)",Reinbeckstrße 4-8,330,,,15,,,20230731,,1,2,22
2aajl55,https://www.immowelt.de/expose/2aajl55,Berlin,Spandau,Berlin (Spandau),,1030,,,63,,,20230731,,2.5,1,16.34920635
2a6js5q,https://www.immowelt.de/expose/2a6js5q,Berlin,Friedrichshain,"Dirschauer Str. 16, Berlin (Friedrichshain)",Dirschauer str. 16,1000,,,53,,,20230731,,2,2,18.86792453
2ar4m5q,https://www.immowelt.de/expose/2ar4m5q,Berlin,Neukölln,Berlin (NeukÃ¶lln),,370,,,39,,,20230731,,1,1,9.487179487
2aq4m5q,https://www.immowelt.de/expose/2aq4m5q,Berlin,Friedrichshain,Berlin (Friedrichshain),,330,,,49,,,20230731,,2,1,6.734693878
2an4m5q,https://www.immowelt.de/expose/2an4m5q,Berlin,Neukölln,Berlin (NeukÃ¶lln),,798,,,39,,,20230731,,2,1,20.46153846
2ak4m5q,https://www.immowelt.de/expose/2ak4m5q,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,790,,,86,,,20230731,,3,1,9.186046512
2ah4m5q,https://www.immowelt.de/expose/2ah4m5q,Berlin,Wedding,Berlin (Wedding),,600,,,85,,,20230731,,2,1,7.058823529
2a94m5q,https://www.immowelt.de/expose/2a94m5q,Berlin,Mitte,Berlin (Mitte),,1443,,,83,,,20230731,,2,1,17.38554217
2a74m5q,https://www.immowelt.de/expose/2a74m5q,Berlin,Wedding,Berlin (Wedding),,515,,,45,,,20230731,,1,1,11.44444444
2a64m5q,https://www.immowelt.de/expose/2a64m5q,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,429,,,37,,,20230731,,1.5,1,11.59459459
2ay3m5q,https://www.immowelt.de/expose/2ay3m5q,Berlin,Kreuzberg,Berlin (Kreuzberg),,490,,,50,,,20230731,,1,1,9.8
2ar3m5q,https://www.immowelt.de/expose/2ar3m5q,Berlin,Gesundbrunnen,Berlin (Gesundbrunnen),,1000,,,92,,,20230731,,3,1,10.86956522
2aq3m5q,https://www.immowelt.de/expose/2aq3m5q,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,720,,,62,,,20230731,,2,1,11.61290323
2an3m5q,https://www.immowelt.de/expose/2an3m5q,Berlin,PlÃ¤nterwald,Berlin (PlÃ¤nterwald),,445,,,60,,,20230731,,3,1,7.416666667
2aa3m5q,https://www.immowelt.de/expose/2aa3m5q,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1300,,,52,,,20230731,,2,1,25
2a73m5q,https://www.immowelt.de/expose/2a73m5q,Berlin,Kreuzberg,Berlin (Kreuzberg),,927,,,89,,,20230731,,2,1,10.41573034
2a33m5q,https://www.immowelt.de/expose/2a33m5q,Berlin,Moabit,Berlin (Moabit),,845,,,73,,,20230731,,2,1,11.57534247
2av2m5q,https://www.immowelt.de/expose/2av2m5q,Berlin,Niederschönhausen,Berlin (NiederschÃ¶nhausen),,585,,,78,,,20230731,,3,1,7.5
2ar2m5q,https://www.immowelt.de/expose/2ar2m5q,Berlin,Friedrichshain,Berlin (Friedrichshain),,670,,,83,,,20230731,,2,1,8.072289157
2ah2m5q,https://www.immowelt.de/expose/2ah2m5q,Berlin,Friedrichshain,Berlin (Friedrichshain),,920,,,71,,,20230731,,2,1,12.95774648
2ae2m5q,https://www.immowelt.de/expose/2ae2m5q,Berlin,Pankow,Berlin (Pankow),,687,,,66,,,20230731,,2,1,10.40909091
2aa2m5q,https://www.immowelt.de/expose/2aa2m5q,Berlin,Lichtenberg,Berlin (Lichtenberg),,880,,,56,,,20230731,,2,1,15.71428571
2a82m5q,https://www.immowelt.de/expose/2a82m5q,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,555,,,50,,,20230731,,1,1,11.1
2a62m5q,https://www.immowelt.de/expose/2a62m5q,Berlin,Neukölln,Berlin (NeukÃ¶lln),,839,,,68,,,20230731,,2,1,12.33823529
2azzl5q,https://www.immowelt.de/expose/2azzl5q,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,660,,,58,,,20230731,,2,1,11.37931034
2avzl5q,https://www.immowelt.de/expose/2avzl5q,Berlin,Gesundbrunnen,Berlin (Gesundbrunnen),,690,,,85,,,20230731,,2,1,8.117647059
2atzl5q,https://www.immowelt.de/expose/2atzl5q,Berlin,Tempelhof,Berlin (Tempelhof),,562,,,64,,,20230731,,3,1,8.78125
2anzl5q,https://www.immowelt.de/expose/2anzl5q,Berlin,Wedding,Berlin (Wedding),,515,,,45,,,20230731,,1,1,11.44444444
2amzl5q,https://www.immowelt.de/expose/2amzl5q,Berlin,Charlottenburg,Berlin (Charlottenburg),,1100,,,100,,,20230731,,3,1,11
2aa5h5q,https://www.immowelt.de/expose/2aa5h5q,Berlin,Mitte,"Rosenthaler StraÃe 44, Berlin (Mitte)",Rosenthaler strße 44,1300,,,42,,,20230731,,1,2,30.95238095
2at2h5q,https://www.immowelt.de/expose/2at2h5q,Berlin,Mitte,"Rosenthaler Str. 45, Berlin (Mitte)",Rosenthaler str. 45,3200,,,93.2,,,20230731,,3,2,34.33476395
2a3vu5z,https://www.immowelt.de/expose/2a3vu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,677,,,19,,,20230731,,1,1,35.63157895
2amtu5z,https://www.immowelt.de/expose/2amtu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,723,,,18.8,,,20230731,,1,1,38.45744681
2attu5z,https://www.immowelt.de/expose/2attu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,555,,,10.5,,,20230731,,1,1,52.85714286
2ayfc5q,https://www.immowelt.de/expose/2ayfc5q,Berlin,Karow,"Forkenzeile 4, Berlin (Karow)",Forkenzeile 4,664.52,,,74.55,,,20230731,,3,2,8.913749162
2akdc5q,https://www.immowelt.de/expose/2akdc5q,Berlin,Karow,"MÃ¼nchehagenstraÃe 60, Berlin (Karow)",Münchehagenstrße 60,422.48,,,46.86,,,20230731,,1.5,2,9.01579172
2a87w5v,https://www.immowelt.de/expose/2a87w5v,Berlin,Hellersdorf,"Kastanienallee 56, Berlin (Hellersdorf)",Kastanienallee 56,499,,,35.69,,,20230731,,1,2,13.98150743
2al725x,https://www.immowelt.de/expose/2al725x,Berlin,Hellersdorf,"Kastanienallee 26, Berlin (Hellersdorf)",Kastanienallee 26,499,,,34.38,,,20230731,,1,2,14.51425247
2aw3a5q,https://www.immowelt.de/expose/2aw3a5q,Berlin,Wilmersdorf,"Detmolder Str. 59, Berlin (Wilmersdorf)",Detmolder str. 59,2591,,,112.66,,,20230731,,5,2,22.99840227
2ajtu5z,https://www.immowelt.de/expose/2ajtu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,592,,,20.4,,,20230731,,1,1,29.01960784
2a6uu5z,https://www.immowelt.de/expose/2a6uu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,544,,,12,,,20230731,,1,1,45.33333333
2altu5z,https://www.immowelt.de/expose/2altu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,684,,,17.7,,,20230731,,1,1,38.6440678
2aqtu5z,https://www.immowelt.de/expose/2aqtu5z,Berlin,Moabit,Berlin (Moabit),,874,,,22.35,,,20230731,,1,1,39.10514541
2agtu5z,https://www.immowelt.de/expose/2agtu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,673,,,19.3,,,20230731,,1,1,34.87046632
2aqkh5q,https://www.immowelt.de/expose/2aqkh5q,Berlin,Moabit,Berlin (Moabit),,1490,,,76,,,20230731,,2,1,19.60526316
2ahsp5p,https://www.immowelt.de/expose/2ahsp5p,Berlin,Friedrichshain,"PufendorfstraÃe 4D, Berlin (Friedrichshain)",Pufendorfstrße 4d,1600,,,53,,,20230731,,2,2,30.18867925
2auzp5u,https://www.immowelt.de/expose/2auzp5u,Berlin,Mitte,"Oranienburger StraÃe 45, Berlin (Mitte)",Oranienburger strße 45,2334,,,137.43,,,20230731,,3,2,16.98319144
2abtu5z,https://www.immowelt.de/expose/2abtu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,660,,,18.5,,,20230731,,1,1,35.67567568
2a6lj5p,https://www.immowelt.de/expose/2a6lj5p,Berlin,Schöneberg,"MÃ¼nchener StraÃe 2, Berlin (SchÃ¶neberg)",Münchener strße 2,4850,,,268,,,20230731,,5,2,18.09701493
2aurc5y,https://www.immowelt.de/expose/2aurc5y,Berlin,Mitte,"Leipziger StraÃe 128, Berlin (Mitte)",Leipziger strße 128,2055,,,117,,,20230731,,2,2,17.56410256
2azee5p,https://www.immowelt.de/expose/2azee5p,Berlin,Friedrichsfelde,"Rummelsburger StraÃe 36, Berlin (Friedrichsfelde)",Rummelsburger strße 36,626.78,,,44.77,,,20230731,,1.5,2,14
2a38d5p,https://www.immowelt.de/expose/2a38d5p,Berlin,Spandau,"Reckeweg 122, Berlin (Spandau)",Reckeweg 122,400,,,35,,,20230731,,1,2,11.42857143
2a9sc5p,https://www.immowelt.de/expose/2a9sc5p,Berlin,Rahnsdorf,"An den BÃ¤nken 30, Berlin (Rahnsdorf)",An den bänken 30,861.25,,,58.78,,,20230731,,2,2,14.65209255
2apw85p,https://www.immowelt.de/expose/2apw85p,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,2900,,,125,,,20230731,,4,1,23.2
2a35q5y,https://www.immowelt.de/expose/2a35q5y,Berlin,Mitte,Berlin Mitte (Mitte),,3950,,,182,,,20230731,,4,1,21.7032967
2a7965p,https://www.immowelt.de/expose/2a7965p,Berlin,Alt-Hohenschönhausen,"Simon-Bolivar-StraÃe 21, Berlin (Alt-HohenschÃ¶nhausen)",Simon-bolivar-strße 21,1349,,,100.6,,,20230731,,5,2,13.40954274
2ask55p,https://www.immowelt.de/expose/2ask55p,Berlin,Friedenau,Berlin (Friedenau),,4950,,,312,,,20230731,,7,1,15.86538462
2aja55p,https://www.immowelt.de/expose/2aja55p,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,3547.25,,,141.89,,,20230731,,4,1,25
2akt35p,https://www.immowelt.de/expose/2akt35p,Berlin,Spandau,"Am Maselakepark 17, Berlin (Spandau)",Am maselakepark 17,1593,,,85,,,20230731,,3,2,18.74117647
2a2r35p,https://www.immowelt.de/expose/2a2r35p,Berlin,Spandau,"Am Maselakepark 17, Berlin (Spandau)",Am maselakepark 17,1877,,,94,,,20230731,,3,2,19.96808511
2akn35p,https://www.immowelt.de/expose/2akn35p,Berlin,Spandau,"Am Maselakepark 17, Berlin (Spandau)",Am maselakepark 17,1756,,,94,,,20230731,,4,2,18.68085106
2aetu5z,https://www.immowelt.de/expose/2aetu5z,Berlin,Friedrichshain,Berlin (Friedrichshain),,1690,,,72.64,,,20230731,,2,1,23.2654185
2aea35p,https://www.immowelt.de/expose/2aea35p,Berlin,Spandau,"Am Maselakepark 13, Berlin (Spandau)",Am maselakepark 13,1343,,,72,,,20230731,,2,2,18.65277778
2am735p,https://www.immowelt.de/expose/2am735p,Berlin,Spandau,"Am Maselakepark 17, Berlin (Spandau)",Am maselakepark 17,2407,,,134,,,20230731,,5,2,17.96268657
2as625p,https://www.immowelt.de/expose/2as625p,Berlin,Friedrichsfelde,"KraetkestraÃe 27, Berlin (Friedrichsfelde)",Kraetkestrße 27,701.5,,,50.1,,,20230731,,1.5,2,14.00199601
2auhu5n,https://www.immowelt.de/expose/2auhu5n,Berlin,Mitte,"ZimmerstraÃe 92, Berlin (Mitte)",Zimmerstrße 92,2600,,,104.84,,,20230731,,3,2,24.79969477
2aghu5n,https://www.immowelt.de/expose/2aghu5n,Berlin,Mitte,"ZimmerstraÃe 94, Berlin (Mitte)",Zimmerstrße 94,2250,,,87.62,,,20230731,,4,2,25.67906871
2atnt5n,https://www.immowelt.de/expose/2atnt5n,Berlin,Grunewald,"MenzelstraÃe 7, Berlin (Grunewald)",Menzelstrße 7,3300,,,110,,,20230731,,3,2,30
2anlp5n,https://www.immowelt.de/expose/2anlp5n,Berlin,Steglitz,"SchloÃstr. 42, Berlin (Steglitz)",Schloãstr. 42,2904.3,,,205.92,,,20230731,,5,2,14.10402098
2a4uu5z,https://www.immowelt.de/expose/2a4uu5z,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,1399,,,62.06,,,20230731,,2,1,22.54270061
2ay735n,https://www.immowelt.de/expose/2ay735n,Berlin,Charlottenburg,Berlin (Charlottenburg),,1750,,,66,,,20230731,,2,1,26.51515152
2av735n,https://www.immowelt.de/expose/2av735n,Berlin,Charlottenburg,Berlin (Charlottenburg),,1700,,,56,,,20230731,,2,1,30.35714286
27zcz5n,https://www.immowelt.de/expose/27zcz5n,Berlin,Moabit,"Wilhelmshavener Str. 18, Berlin (Moabit)",Wilhelmshavener str. 18,1300,,,41,,,20230731,,2,2,31.70731707
2ap4p5x,https://www.immowelt.de/expose/2ap4p5x,Berlin,Gesundbrunnen,"Freienwalder StraÃe 19 a, Berlin (Gesundbrunnen)",Freienwalder strße 19 a,1077,,,39.15,,,20230731,,1,2,27.50957854
2ah6c5m,https://www.immowelt.de/expose/2ah6c5m,Berlin,Wilmersdorf,"Detmolder Str. 19, Berlin (Wilmersdorf)",Detmolder str. 19,1350,,,41.38,,,20230731,,1,2,32.62445626
2a27t5z,https://www.immowelt.de/expose/2a27t5z,Berlin,Niederschöneweide,"MoosstraÃe 70, Berlin (NiederschÃ¶neweide)",Moosstrße 70,1345,,,88.9,,,20230731,,4,2,15.12935883
2awta5m,https://www.immowelt.de/expose/2awta5m,Berlin,Friedenau,Berlin (Friedenau),,1700,,,113.4,,,20230731,,1,1,14.99118166
2aygz5l,https://www.immowelt.de/expose/2aygz5l,Berlin,Grunewald,Berlin (Grunewald),,3500,,,197,,,20230731,,5,1,17.76649746
2ad3y5l,https://www.immowelt.de/expose/2ad3y5l,Berlin,Heinersdorf,"Prenzlauer Promenade 49E, Berlin (Heinersdorf)",Prenzlauer promenade 49e,2000,,,87.08,,,20230731,,3,2,22.96738631
2alcu5l,https://www.immowelt.de/expose/2alcu5l,Berlin,Charlottenburg,"WitzlebenstraÃe 25, Berlin (Charlottenburg)",Witzlebenstrße 25,2640,,,126,,,20230731,,2,2,20.95238095
2aruu5z,https://www.immowelt.de/expose/2aruu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,681,,,18.4,,,20230731,,1,1,37.01086957
2asf45n,https://www.immowelt.de/expose/2asf45n,Berlin,Tegel,"Berliner Str. 105, Berlin (Tegel)",Berliner str. 105,984.5,,,61.52,,,20230731,,3,2,16.00292588
2audj5l,https://www.immowelt.de/expose/2audj5l,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,2000,,,87.41,,,20230731,,2,1,22.88067727
2adtu5z,https://www.immowelt.de/expose/2adtu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,672,,,27.3,,,20230731,,1,1,24.61538462
2arlp5x,https://www.immowelt.de/expose/2arlp5x,Berlin,Neukölln,Berlin (NeukÃ¶lln),,2100,,,72,,,20230731,,3,1,29.16666667
2amle5l,https://www.immowelt.de/expose/2amle5l,Berlin,Charlottenburg,Berlin (Charlottenburg),,400,,,20,,,20230731,,1,1,20
2agtd5l,https://www.immowelt.de/expose/2agtd5l,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,598,,,68,,,20230731,,2,1,8.794117647
2adtd5l,https://www.immowelt.de/expose/2adtd5l,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,680,,,60,,,20230731,,2,1,11.33333333
2aatd5l,https://www.immowelt.de/expose/2aatd5l,Berlin,Wedding,Berlin (Wedding),,700,,,55,,,20230731,,2,1,12.72727273
2a8td5l,https://www.immowelt.de/expose/2a8td5l,Berlin,Wedding,Berlin (Wedding),,499,,,42,,,20230731,,1.5,1,11.88095238
2a7td5l,https://www.immowelt.de/expose/2a7td5l,Berlin,Neukölln,Berlin (NeukÃ¶lln),,270,,,41,,,20230731,,1.5,1,6.585365854
2a5td5l,https://www.immowelt.de/expose/2a5td5l,Berlin,Spandau,Berlin (Spandau),,950,,,72,,,20230731,,2,1,13.19444444
2a3td5l,https://www.immowelt.de/expose/2a3td5l,Berlin,Kreuzberg,Berlin (Kreuzberg),,900,,,85,,,20230731,,4,1,10.58823529
2axsd5l,https://www.immowelt.de/expose/2axsd5l,Berlin,Neu-Hohenschönhausen,Berlin (Neu-HohenschÃ¶nhausen),,485,,,49,,,20230731,,2,1,9.897959184
2ausd5l,https://www.immowelt.de/expose/2ausd5l,Berlin,Neukölln,Berlin (NeukÃ¶lln),,750,,,90,,,20230731,,3,1,8.333333333
2aqsd5l,https://www.immowelt.de/expose/2aqsd5l,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,520,,,70,,,20230731,,2,1,7.428571429
2ahsd5l,https://www.immowelt.de/expose/2ahsd5l,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,900,,,76,,,20230731,,2,1,11.84210526
2aesd5l,https://www.immowelt.de/expose/2aesd5l,Berlin,Schmargendorf,Berlin (Schmargendorf),,2248,,,172,,,20230731,,5,1,13.06976744
2aasd5l,https://www.immowelt.de/expose/2aasd5l,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,946,,,128,,,20230731,,4,1,7.390625
2a8sd5l,https://www.immowelt.de/expose/2a8sd5l,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,350,,,50,,,20230731,,2,1,7
2a3sd5l,https://www.immowelt.de/expose/2a3sd5l,Berlin,Mitte,Berlin (Mitte),,1250,,,67,,,20230731,,2,1,18.65671642
2axrd5l,https://www.immowelt.de/expose/2axrd5l,Berlin,WeiÃensee,Berlin (WeiÃensee),,589,,,59,,,20230731,,2,1,9.983050847
2anrd5l,https://www.immowelt.de/expose/2anrd5l,Berlin,Französisch,Berlin (FranzÃ¶sisch Buchholz),,1080,,,99,,,20230731,,4,1,10.90909091
2adrd5l,https://www.immowelt.de/expose/2adrd5l,Berlin,Charlottenburg,Berlin (Charlottenburg),,630,,,57,,,20230731,,2,1,11.05263158
2abrd5l,https://www.immowelt.de/expose/2abrd5l,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,365,,,65,,,20230731,,4,1,5.615384615
2a6rd5l,https://www.immowelt.de/expose/2a6rd5l,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,814,,,89,,,20230731,,3,1,9.146067416
2a4rd5l,https://www.immowelt.de/expose/2a4rd5l,Berlin,Friedrichshain,Berlin (Friedrichshain),,1600,,,110,,,20230731,,4,1,14.54545455
2azqd5l,https://www.immowelt.de/expose/2azqd5l,Berlin,Wedding,Berlin (Wedding),,1050,,,75,,,20230731,,2,1,14
2avqd5l,https://www.immowelt.de/expose/2avqd5l,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,850,,,55,,,20230731,,2,1,15.45454545
2aqqd5l,https://www.immowelt.de/expose/2aqqd5l,Berlin,Alt-Hohenschönhausen,Berlin (Alt-HohenschÃ¶nhausen),,740,,,48,,,20230731,,2,1,15.41666667
2anqd5l,https://www.immowelt.de/expose/2anqd5l,Berlin,Moabit,Berlin (Moabit),,1171,,,55,,,20230731,,2,1,21.29090909
2agqd5l,https://www.immowelt.de/expose/2agqd5l,Berlin,MÃ¤rkisches,Berlin (MÃ¤rkisches Viertel),,450,,,71,,,20230731,,2,1,6.338028169
2aaqd5l,https://www.immowelt.de/expose/2aaqd5l,Berlin,Lichtenberg,Berlin (Lichtenberg),,570,,,44,,,20230731,,2,1,12.95454545
2a9qd5l,https://www.immowelt.de/expose/2a9qd5l,Berlin,Kreuzberg,Berlin (Kreuzberg),,800,,,74,,,20230731,,2,1,10.81081081
2a8qd5l,https://www.immowelt.de/expose/2a8qd5l,Berlin,Moabit,Berlin (Moabit),,530,,,37,,,20230731,,1,1,14.32432432
2ab285l,https://www.immowelt.de/expose/2ab285l,Berlin,Kreuzberg,Berlin (Kreuzberg),,3575,,,145,,,20230731,,5,1,24.65517241
2a5cw5m,https://www.immowelt.de/expose/2a5cw5m,Berlin,Friedrichshain,Berlin (Friedrichshain),,1100,,,33,,,20230731,,1,1,33.33333333
2ale45l,https://www.immowelt.de/expose/2ale45l,Berlin,Mitte,"OberwallstraÃe 13, Berlin (Mitte)",Oberwallstrße 13,15000,,,456,,,20230731,,4,2,32.89473684
2ana65k,https://www.immowelt.de/expose/2ana65k,Berlin,/,Berlin / GrÃ¼nau (GrÃ¼nau),,1300,,,66.19,,,20230731,,2,1,19.64042907
2a8xw5j,https://www.immowelt.de/expose/2a8xw5j,Berlin,Prenzlauer,"Fritz-Riedel-Str. 16, Berlin (Prenzlauer Berg)",Fritz-riedel-str. 16,3035,,,131.9,,,20230731,,4,2,23.00985595
2ahsu5z,https://www.immowelt.de/expose/2ahsu5z,Berlin,Moabit,Berlin (Moabit),,1317,,,46.5,,,20230731,,2,1,28.32258065
2ajpl5h,https://www.immowelt.de/expose/2ajpl5h,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,4300,,,139,,,20230731,,3,1,30.9352518
2abpl5h,https://www.immowelt.de/expose/2abpl5h,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1900,,,59,,,20230731,,2,1,32.20338983
2aapl5h,https://www.immowelt.de/expose/2aapl5h,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,2950,,,102,,,20230731,,3,1,28.92156863
2a9pl5h,https://www.immowelt.de/expose/2a9pl5h,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,2850,,,102,,,20230731,,3,1,27.94117647
2a4pl5h,https://www.immowelt.de/expose/2a4pl5h,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1850,,,61,,,20230731,,2,1,30.32786885
2a3pl5h,https://www.immowelt.de/expose/2a3pl5h,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,2750,,,98,,,20230731,,3,1,28.06122449
2a2pl5h,https://www.immowelt.de/expose/2a2pl5h,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1800,,,61,,,20230731,,2,1,29.50819672
2awnl5h,https://www.immowelt.de/expose/2awnl5h,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1800,,,63,,,20230731,,2,1,28.57142857
2a64k5h,https://www.immowelt.de/expose/2a64k5h,Berlin,Charlottenburg,Berlin (Charlottenburg),,4500,,,170,,,20230731,,5,1,26.47058824
2aelx5p,https://www.immowelt.de/expose/2aelx5p,Berlin,Wilmersdorf,"FasanenstraÃe 44, Berlin (Wilmersdorf)",Fasanenstrße 44,1690,,,130,,,20230731,,4,2,13
2a5tu5z,https://www.immowelt.de/expose/2a5tu5z,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,1542,,,61.1,,,20230731,,3,1,25.23731588
2a8xn5g,https://www.immowelt.de/expose/2a8xn5g,Berlin,Dahlem,Berlin (Dahlem),,6361,,,235.6,,,20230731,,5,1,26.9991511
2abgn5g,https://www.immowelt.de/expose/2abgn5g,Berlin,Dahlem,Berlin (Dahlem),,6227,,,189,,,20230731,,4.5,1,32.94708995
2a9qm5g,https://www.immowelt.de/expose/2a9qm5g,Berlin,Charlottenburg,"Lietzenburger Str. 56, Berlin (Charlottenburg)",Lietzenburger str. 56,1840,,,40,,,20230731,,1,2,46
2aqdm5g,https://www.immowelt.de/expose/2aqdm5g,Berlin,Mitte,Berlin (Mitte),,2150,,,77,,,20230731,,3,1,27.92207792
2ahmx5f,https://www.immowelt.de/expose/2ahmx5f,Berlin,Wilmersdorf,"UhlandstraÃe 107A, Berlin (Wilmersdorf)",Uhlandstrße 107a,1728,,,63.2,,,20230731,,2,2,27.34177215
2a5mx5f,https://www.immowelt.de/expose/2a5mx5f,Berlin,Wilmersdorf,"UhlandstraÃe 107A, Berlin (Wilmersdorf)",Uhlandstrße 107a,1701,,,62.51,,,20230731,,2,2,27.21164614
2awkx5f,https://www.immowelt.de/expose/2awkx5f,Berlin,Wilmersdorf,"UhlandstraÃe 107A, Berlin (Wilmersdorf)",Uhlandstrße 107a,1275,,,41.1,,,20230731,,2,2,31.02189781
2a9mk5x,https://www.immowelt.de/expose/2a9mk5x,Berlin,Wilmersdorf,"UhlandstraÃe 107A, Berlin (Wilmersdorf)",Uhlandstrße 107a,720,,,25.21,,,20230731,,1,2,28.5600952
2a7fx5f,https://www.immowelt.de/expose/2a7fx5f,Berlin,Wilmersdorf,"UhlandstraÃe 107A, Berlin (Wilmersdorf)",Uhlandstrße 107a,1561,,,68.99,,,20230731,,2,2,22.6264676
2asex5f,https://www.immowelt.de/expose/2asex5f,Berlin,Wilmersdorf,"UhlandstraÃe 107A, Berlin (Wilmersdorf)",Uhlandstrße 107a,1373,,,58.51,,,20230731,,2,2,23.46607418
2aleq5f,https://www.immowelt.de/expose/2aleq5f,Berlin,Neukölln,Berlin (NeukÃ¶lln),,700,,,64,,,20230731,,2,1,10.9375
2akeq5f,https://www.immowelt.de/expose/2akeq5f,Berlin,WeiÃensee,Berlin (WeiÃensee),,900,,,80,,,20230731,,2.5,1,11.25
2aheq5f,https://www.immowelt.de/expose/2aheq5f,Berlin,Tempelhof,Berlin (Tempelhof),,504,,,66,,,20230731,,2,1,7.636363636
2afeq5f,https://www.immowelt.de/expose/2afeq5f,Berlin,Charlottenburg,Berlin (Charlottenburg),,402,,,38,,,20230731,,1,1,10.57894737
2aeeq5f,https://www.immowelt.de/expose/2aeeq5f,Berlin,Moabit,Berlin (Moabit),,500,,,47,,,20230731,,1,1,10.63829787
2adeq5f,https://www.immowelt.de/expose/2adeq5f,Berlin,Wedding,Berlin (Wedding),,644,,,50,,,20230731,,2,1,12.88
2aaeq5f,https://www.immowelt.de/expose/2aaeq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,1312,,,96,,,20230731,,3,1,13.66666667
2a5eq5f,https://www.immowelt.de/expose/2a5eq5f,Berlin,Steglitz,Berlin (Steglitz),,1226,,,104,,,20230731,,3,1,11.78846154
2a2eq5f,https://www.immowelt.de/expose/2a2eq5f,Berlin,Reinickendorf,Berlin (Reinickendorf),,550,,,61,,,20230731,,2,1,9.016393443
2awdq5f,https://www.immowelt.de/expose/2awdq5f,Berlin,Pankow,Berlin (Pankow),,900,,,59,,,20230731,,2,1,15.25423729
